"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","CPI","TOT","AGRWTH","A","2017",1.509497,
"DEU","CPI","TOT","AGRWTH","A","2018",1.732168,
"DEU","CPI","TOT","AGRWTH","A","2019",1.445667,
"DEU","CPI","TOT","AGRWTH","A","2020",0.5066899,
"DEU","CPI","TOT","AGRWTH","A","2021",3.14297,
"GRC","CPI","TOT","AGRWTH","A","2017",1.121259,
"GRC","CPI","TOT","AGRWTH","A","2018",0.6256205,
"GRC","CPI","TOT","AGRWTH","A","2019",0.2529927,
"GRC","CPI","TOT","AGRWTH","A","2020",-1.247972,
"GRC","CPI","TOT","AGRWTH","A","2021",1.223826,
"HUN","CPI","TOT","AGRWTH","A","2017",2.348243,
"HUN","CPI","TOT","AGRWTH","A","2018",2.850248,
"HUN","CPI","TOT","AGRWTH","A","2019",3.338586,
"HUN","CPI","TOT","AGRWTH","A","2020",3.326744,
"HUN","CPI","TOT","AGRWTH","A","2021",5.110965,
"ISL","CPI","TOT","AGRWTH","A","2017",1.760413,
"ISL","CPI","TOT","AGRWTH","A","2018",2.682915,
"ISL","CPI","TOT","AGRWTH","A","2019",3.013977,
"ISL","CPI","TOT","AGRWTH","A","2020",2.847919,
"ISL","CPI","TOT","AGRWTH","A","2021",4.444243,
"IRL","CPI","TOT","AGRWTH","A","2017",0.3405316,
"IRL","CPI","TOT","AGRWTH","A","2018",0.4883702,
"IRL","CPI","TOT","AGRWTH","A","2019",0.9390445,
"IRL","CPI","TOT","AGRWTH","A","2020",-0.3345846,
"IRL","CPI","TOT","AGRWTH","A","2021",2.358143,
"ITA","CPI","TOT","AGRWTH","A","2017",1.226533,
"ITA","CPI","TOT","AGRWTH","A","2018",1.137488,
"ITA","CPI","TOT","AGRWTH","A","2019",0.6112469,
"ITA","CPI","TOT","AGRWTH","A","2020",-0.1377076,
"ITA","CPI","TOT","AGRWTH","A","2021",1.873783,
"JPN","CPI","TOT","AGRWTH","A","2017",0.4841998,
"JPN","CPI","TOT","AGRWTH","A","2018",0.9890946,
"JPN","CPI","TOT","AGRWTH","A","2019",0.4687762,
"JPN","CPI","TOT","AGRWTH","A","2020",-0.02499583,
"JPN","CPI","TOT","AGRWTH","A","2021",-0.2333528,
"KOR","CPI","TOT","AGRWTH","A","2017",1.944332,
"KOR","CPI","TOT","AGRWTH","A","2018",1.475839,
"KOR","CPI","TOT","AGRWTH","A","2019",0.3830003,
"KOR","CPI","TOT","AGRWTH","A","2020",0.537288,
"KOR","CPI","TOT","AGRWTH","A","2021",2.498333,
"LUX","CPI","TOT","AGRWTH","A","2017",1.7308,
"LUX","CPI","TOT","AGRWTH","A","2018",1.528195,
"LUX","CPI","TOT","AGRWTH","A","2019",1.743321,
"LUX","CPI","TOT","AGRWTH","A","2020",0.8199573,
"LUX","CPI","TOT","AGRWTH","A","2021",2.52692,
"MEX","CPI","TOT","AGRWTH","A","2017",6.041456,
"MEX","CPI","TOT","AGRWTH","A","2018",4.899351,
"MEX","CPI","TOT","AGRWTH","A","2019",3.635961,
"MEX","CPI","TOT","AGRWTH","A","2020",3.396834,
"MEX","CPI","TOT","AGRWTH","A","2021",5.689209,
"NLD","CPI","TOT","AGRWTH","A","2017",1.381459,
"NLD","CPI","TOT","AGRWTH","A","2018",1.703498,
"NLD","CPI","TOT","AGRWTH","A","2019",2.633699,
"NLD","CPI","TOT","AGRWTH","A","2020",1.27246,
"NLD","CPI","TOT","AGRWTH","A","2021",2.67572,
"NZL","CPI","TOT","AGRWTH","A","2017",1.850787,
"NZL","CPI","TOT","AGRWTH","A","2018",1.598298,
"NZL","CPI","TOT","AGRWTH","A","2019",1.619632,
"NZL","CPI","TOT","AGRWTH","A","2020",1.714562,
"NZL","CPI","TOT","AGRWTH","A","2021",3.941121,
"NOR","CPI","TOT","AGRWTH","A","2017",1.875101,
"NOR","CPI","TOT","AGRWTH","A","2018",2.764831,
"NOR","CPI","TOT","AGRWTH","A","2019",2.16773,
"NOR","CPI","TOT","AGRWTH","A","2020",1.286585,
"NOR","CPI","TOT","AGRWTH","A","2021",3.483881,
"POL","CPI","TOT","AGRWTH","A","2017",1.975,
"POL","CPI","TOT","AGRWTH","A","2018",1.666667,
"POL","CPI","TOT","AGRWTH","A","2019",2.308333,
"POL","CPI","TOT","AGRWTH","A","2020",3.4,
"POL","CPI","TOT","AGRWTH","A","2021",5.1,
"PRT","CPI","TOT","AGRWTH","A","2017",1.368614,
"PRT","CPI","TOT","AGRWTH","A","2018",0.9937157,
"PRT","CPI","TOT","AGRWTH","A","2019",0.3381784,
"PRT","CPI","TOT","AGRWTH","A","2020",-0.01243833,
"PRT","CPI","TOT","AGRWTH","A","2021",1.265657,
"SVK","CPI","TOT","AGRWTH","A","2017",1.311946,
"SVK","CPI","TOT","AGRWTH","A","2018",2.514037,
"SVK","CPI","TOT","AGRWTH","A","2019",2.664561,
"SVK","CPI","TOT","AGRWTH","A","2020",1.936941,
"SVK","CPI","TOT","AGRWTH","A","2021",3.149606,
"ESP","CPI","TOT","AGRWTH","A","2017",1.956076,
"ESP","CPI","TOT","AGRWTH","A","2018",1.674981,
"ESP","CPI","TOT","AGRWTH","A","2019",0.699519,
"ESP","CPI","TOT","AGRWTH","A","2020",-0.322753,
"ESP","CPI","TOT","AGRWTH","A","2021",3.093135,
"SWE","CPI","TOT","AGRWTH","A","2017",1.794499,
"SWE","CPI","TOT","AGRWTH","A","2018",1.953535,
"SWE","CPI","TOT","AGRWTH","A","2019",1.784151,
"SWE","CPI","TOT","AGRWTH","A","2020",0.4973673,
"SWE","CPI","TOT","AGRWTH","A","2021",2.163197,
"CHE","CPI","TOT","AGRWTH","A","2017",0.5337878,
"CHE","CPI","TOT","AGRWTH","A","2018",0.9363354,
"CHE","CPI","TOT","AGRWTH","A","2019",0.3628862,
"CHE","CPI","TOT","AGRWTH","A","2020",-0.725875,
"CHE","CPI","TOT","AGRWTH","A","2021",0.5818142,
"TUR","CPI","TOT","AGRWTH","A","2017",11.14431,
"TUR","CPI","TOT","AGRWTH","A","2018",16.33246,
"TUR","CPI","TOT","AGRWTH","A","2019",15.17682,
"TUR","CPI","TOT","AGRWTH","A","2020",12.27896,
"TUR","CPI","TOT","AGRWTH","A","2021",19.59649,
"GBR","CPI","TOT","AGRWTH","A","2017",2.6,
"GBR","CPI","TOT","AGRWTH","A","2018",2.3,
"GBR","CPI","TOT","AGRWTH","A","2019",1.7,
"GBR","CPI","TOT","AGRWTH","A","2020",1,
"GBR","CPI","TOT","AGRWTH","A","2021",2.5,
"USA","CPI","TOT","AGRWTH","A","2017",2.13011,
"USA","CPI","TOT","AGRWTH","A","2018",2.442583,
"USA","CPI","TOT","AGRWTH","A","2019",1.81221,
"USA","CPI","TOT","AGRWTH","A","2020",1.233584,
"USA","CPI","TOT","AGRWTH","A","2021",4.697859,
"BRA","CPI","TOT","AGRWTH","A","2017",3.446373,
"BRA","CPI","TOT","AGRWTH","A","2018",3.66485,
"BRA","CPI","TOT","AGRWTH","A","2019",3.732976,
"BRA","CPI","TOT","AGRWTH","A","2020",3.211768,
"BRA","CPI","TOT","AGRWTH","A","2021",8.30166,
"CHL","CPI","TOT","AGRWTH","A","2017",2.182719,
"CHL","CPI","TOT","AGRWTH","A","2018",2.43489,
"CHL","CPI","TOT","AGRWTH","A","2019",2.557545,
"CHL","CPI","TOT","AGRWTH","A","2020",3.045491,
"CHL","CPI","TOT","AGRWTH","A","2021",4.524569,
"CHN","CPI","TOT","AGRWTH","A","2017",1.6,
"CHN","CPI","TOT","AGRWTH","A","2018",2.1,
"CHN","CPI","TOT","AGRWTH","A","2019",2.9,
"CHN","CPI","TOT","AGRWTH","A","2020",2.5,
"CHN","CPI","TOT","AGRWTH","A","2021",0.9,
"EST","CPI","TOT","AGRWTH","A","2017",3.417236,
"EST","CPI","TOT","AGRWTH","A","2018",3.436327,
"EST","CPI","TOT","AGRWTH","A","2019",2.277259,
"EST","CPI","TOT","AGRWTH","A","2020",-0.4445311,
"EST","CPI","TOT","AGRWTH","A","2021",4.653167,
"IND","CPI","TOT","AGRWTH","A","2017",2.490887,
"IND","CPI","TOT","AGRWTH","A","2018",4.8607,
"IND","CPI","TOT","AGRWTH","A","2019",7.659695,
"IND","CPI","TOT","AGRWTH","A","2020",5.561349,
"IND","CPI","TOT","AGRWTH","A","2021",4.890086,
"IDN","CPI","TOT","AGRWTH","A","2017",3.808798,
"IDN","CPI","TOT","AGRWTH","A","2018",3.198346,
"IDN","CPI","TOT","AGRWTH","A","2019",3.030587,
"IDN","CPI","TOT","AGRWTH","A","2020",1.920968,
"IDN","CPI","TOT","AGRWTH","A","2021",1.560136,
"ISR","CPI","TOT","AGRWTH","A","2017",0.2449531,
"ISR","CPI","TOT","AGRWTH","A","2018",0.8173239,
"ISR","CPI","TOT","AGRWTH","A","2019",0.8441287,
"ISR","CPI","TOT","AGRWTH","A","2020",-0.5884303,
"ISR","CPI","TOT","AGRWTH","A","2021",1.492288,
"RUS","CPI","TOT","AGRWTH","A","2017",3.683334,
"RUS","CPI","TOT","AGRWTH","A","2018",2.878305,
"RUS","CPI","TOT","AGRWTH","A","2019",4.470367,
"RUS","CPI","TOT","AGRWTH","A","2020",3.38166,
"RUS","CPI","TOT","AGRWTH","A","2021",6.694456,
"SVN","CPI","TOT","AGRWTH","A","2017",1.429107,
"SVN","CPI","TOT","AGRWTH","A","2018",1.738609,
"SVN","CPI","TOT","AGRWTH","A","2019",1.630523,
"SVN","CPI","TOT","AGRWTH","A","2020",-0.05485681,
"SVN","CPI","TOT","AGRWTH","A","2021",1.917065,
"ZAF","CPI","TOT","AGRWTH","A","2017",5.184247,
"ZAF","CPI","TOT","AGRWTH","A","2018",4.517165,
"ZAF","CPI","TOT","AGRWTH","A","2019",4.120246,
"ZAF","CPI","TOT","AGRWTH","A","2020",3.210036,
"ZAF","CPI","TOT","AGRWTH","A","2021",4.611672,
"OECD","CPI","TOT","AGRWTH","A","2017",2.281251,
"OECD","CPI","TOT","AGRWTH","A","2018",2.606984,
"OECD","CPI","TOT","AGRWTH","A","2019",2.068408,
"OECD","CPI","TOT","AGRWTH","A","2020",1.368639,
"OECD","CPI","TOT","AGRWTH","A","2021",3.983274,
"G-7","CPI","TOT","AGRWTH","A","2017",1.769906,
"G-7","CPI","TOT","AGRWTH","A","2018",2.088463,
"G-7","CPI","TOT","AGRWTH","A","2019",1.521069,
"G-7","CPI","TOT","AGRWTH","A","2020",0.8741899,
"G-7","CPI","TOT","AGRWTH","A","2021",3.493556,
"OECDE","CPI","TOT","AGRWTH","A","2017",2.482395,
"OECDE","CPI","TOT","AGRWTH","A","2018",3.020584,
"OECDE","CPI","TOT","AGRWTH","A","2019",2.612753,
"OECDE","CPI","TOT","AGRWTH","A","2020",1.657686,
"OECDE","CPI","TOT","AGRWTH","A","2021",4.118631,
"COL","CPI","TOT","AGRWTH","A","2017",4.312141,
"COL","CPI","TOT","AGRWTH","A","2018",3.240234,
"COL","CPI","TOT","AGRWTH","A","2019",3.525493,
"COL","CPI","TOT","AGRWTH","A","2020",2.524621,
"COL","CPI","TOT","AGRWTH","A","2021",3.495146,
"LVA","CPI","TOT","AGRWTH","A","2017",2.930369,
"LVA","CPI","TOT","AGRWTH","A","2018",2.53446,
"LVA","CPI","TOT","AGRWTH","A","2019",2.811403,
"LVA","CPI","TOT","AGRWTH","A","2020",0.2190611,
"LVA","CPI","TOT","AGRWTH","A","2021",3.275814,
"SAU","CPI","TOT","AGRWTH","A","2017",-0.8381946,
"SAU","CPI","TOT","AGRWTH","A","2018",2.458142,
"SAU","CPI","TOT","AGRWTH","A","2019",-2.093333,
"SAU","CPI","TOT","AGRWTH","A","2020",3.445458,
"SAU","CPI","TOT","AGRWTH","A","2021",3.06329,
"EA19","CPI","TOT","AGRWTH","A","2017",1.5,
"EA19","CPI","TOT","AGRWTH","A","2018",1.8,
"EA19","CPI","TOT","AGRWTH","A","2019",1.2,
"EA19","CPI","TOT","AGRWTH","A","2020",0.3,
"EA19","CPI","TOT","AGRWTH","A","2021",2.6,
"ARG","CPI","TOT","AGRWTH","A","2018",34.27723,
"ARG","CPI","TOT","AGRWTH","A","2019",53.54831,
"ARG","CPI","TOT","AGRWTH","A","2020",42.01509,
"ARG","CPI","TOT","AGRWTH","A","2021",48.40938,
"LTU","CPI","TOT","AGRWTH","A","2017",3.722889,
"LTU","CPI","TOT","AGRWTH","A","2018",2.697928,
"LTU","CPI","TOT","AGRWTH","A","2019",2.334509,
"LTU","CPI","TOT","AGRWTH","A","2020",1.199894,
"LTU","CPI","TOT","AGRWTH","A","2021",4.683544,
"G-20","CPI","TOT","AGRWTH","A","2017",2.348287,
"G-20","CPI","TOT","AGRWTH","A","2018",3.23429,
"G-20","CPI","TOT","AGRWTH","A","2019",3.574385,
"G-20","CPI","TOT","AGRWTH","A","2020",2.707257,
"G-20","CPI","TOT","AGRWTH","A","2021",4.29045,
"EU27_2020","CPI","TOT","AGRWTH","A","2017",1.6,
"EU27_2020","CPI","TOT","AGRWTH","A","2018",1.8,
"EU27_2020","CPI","TOT","AGRWTH","A","2019",1.4,
"EU27_2020","CPI","TOT","AGRWTH","A","2020",0.7,
"EU27_2020","CPI","TOT","AGRWTH","A","2021",2.9,
